Site Id,Loc Id,State,Runway Id,Length,Width,Surface Type Condition,Surface Treatment,PCN,Edge Light Intensity,Length Source,Length Source Date,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base End Id,Base True Heading,Base ILS Type,Base Right Hand Traffic Pattern,Base Marking Type,Base Marking Condition,Base Latitude DMS,Base Latitude Seconds,Base Longitude DMS,Base Longitude Seconds,Base Elevation,Base Threshold Height,Base Visual Glide Path Angle,Base Displaced Latitude DMS,Base Displaced Latitude Seconds,Base Displaced Longitude DMS,Base Displaced Longitude Seconds,Base Displaced Elevation,Base Displaced Threshold Length,Base TDZ Elevation,Base VGSI,Base RVR,Base RVV,Base ALS,Base REIL,Base Centerline Lights,Base Touchdown Lights,Base Obstacle,Base Obstacle Marking Lighting,Base Obstacle Part77,Base Obstacle Clearance Slope,Base Obstacle Height Above Runway,Base Obstacle Distance From Runway,Base Obstacle Centerline Offset,Base Gradient,Base Gradient Direction,Base Position Source,Base Position Source Date,Base Elevation Source,Base Elevation Source Date,Base Displaced Position Source,Base Displaced Position Source Date,Base Elevation Position Source,Base Elevation Position Source Date,Base TDZ Elevation Source,Base TDZ Elevation Source Date,Base TORA,Base TODA,Base ASDA,Base LDA,Base LAHSO,Base LAHSO Id,Base LAHSO Desc,Base LAHSO Latitude DMS,Base LAHSO Latitude Seconds,Base LAHSO Longitude DMS,Base LAHSO Longitude Seconds,Base LAHSO Source,Base LAHSO Source Date,Reciprocal End Id,Reciprocal True Heading,Reciprocal ILS Type,Reciprocal Right Hand Traffic Pattern,Reciprocal Marking Type,Reciprocal Marking Condition,Reciprocal Latitude DMS,Reciprocal Latitude Seconds,Reciprocal Longitude DMS,Reciprocal Longitude Seconds,Reciprocal Elevation,Reciprocal Threshold Height,Reciprocal Visual Glide Path Angle,Reciprocal Displaced Latitude DMS,Reciprocal Displaced Latitude Seconds,Reciprocal Displaced Longitude DMS,Reciprocal Displaced Longitude Seconds,Reciprocal Displaced Elevation,Reciprocal Displaced Threshold Length,Reciprocal TDZ Elevation,Reciprocal VGSI,Reciprocal RVR,Reciprocal RVV,Reciprocal ALS,Reciprocal REIL,Reciprocal Centerline Lights,Reciprocal Touchdown Lights,Reciprocal Obstacle,Reciprocal Obstacle Marking Lighting,Reciprocal Obstacle Part77,Reciprocal Obstacle Clearance Slope,Reciprocal Obstacle Height Above Runway,Reciprocal Obstacle Distance From Runway,Reciprocal Obstacle Centerline Offset,Reciprocal Gradient,Reciprocal Gradient Direction,Reciprocal Position Source,Reciprocal Position Source Date,Reciprocal Elevation Source,Reciprocal Elevation Source Date,Reciprocal Displaced Position Source,Reciprocal Displaced Position Source Date,Reciprocal Elevation Position Source,Reciprocal Elevation Position Source Date,Reciprocal TDZ Elevation Source,Reciprocal TDZ Elevation Source Date,Reciprocal TORA,Reciprocal TODA,Reciprocal ASDA,Reciprocal LDA,Reciprocal LAHSO,Reciprocal LAHSO Id,Reciprocal LAHSO Desc,Reciprocal LAHSO Latitude DMS,Reciprocal LAHSO Latitude Seconds,Reciprocal LAHSO Longitude DMS,Reciprocal LAHSO Longitude Seconds,Reciprocal LAHSO Source,Reciprocal LAHSO Source Date
11195.*A,CBM,MS,13R/31L,6320,175,CONC,,33 /R/B/W/T,MED,MILITARY,2019-10-15,,,,,13R,135,,N,NSTD,G,033-39-04.2300N,121144.2300N,088-27-37.5900W,0318457.5900W,190.3,39,3,,,,,,,195.5,P4L,,N,,,N,N,,,,,,,,,,MILITARY,2019-10-15,MILITARY,2019-10-15,,,,,MILITARY,2019-10-15,,,,,,,,,,,,,,31L,315,,N,NSTD,G,033-38-20.0200N,121100.0200N,088-26-44.7300W,0318404.7300W,204.2,37,3,,,,,,,204.2,P4L,,N,,,N,N,,,,,,,,,,MILITARY,2019-10-15,MILITARY,2019-10-15,,,,,MILITARY,2019-10-15,,,,,,,,,,,,,
11195.*A,CBM,MS,13L/31R,8001,150,ASPH-CONC,,28 /R/B/W/T,HIGH,MILITARY,2019-10-15,,,,,13L,135,,N,NSTD,G,033-39-19.3400N,121159.3400N,088-27-06.3100W,0318426.3100W,191.6,40,3,,,,,,,193.7,P4L,,N,,,N,N,,,,,,,,,,MILITARY,2019-10-15,MILITARY,2019-10-15,,,,,MILITARY,2019-10-15,,,,,,,,,,,,,,31R,315,,N,NSTD,G,033-38-23.3800N,121103.3800N,088-25-59.3800W,0318359.3800W,216.4,36,3,,,,,,,217.7,P4L,,N,,,N,N,,,,,,,,,,MILITARY,2019-10-15,MILITARY,2019-10-15,,,,,MILITARY,2019-10-15,,,,,,,,,,,,,
11244.*A,GLH,MS,18R/36L,7019,150,ASPH-CONC-P,GRVD,11 /R/C/X/T,MED,NGS,1995-05-01,29,47,78,,18R,180,,Y,NPI,P,033-29-39.0300N,120579.0260N,090-59-14.0000W,0327553.9980W,128.4,52,3,,,,,,,128.4,P4L,,,,,,,,,C,50,,,,,,NGS,1995-05-01,NGS,1995-05-01,,,,,NGS,1995-05-01,,,,,,,,,,,,,,36L,360,,,NPI,P,033-28-29.5900N,120509.5860N,090-59-13.9800W,0327553.9750W,130,52,3,,,,,,,130,P4L,,,,,N,,TREES,,C,21,56,1400,425L,,,NGS,1995-05-01,NGS,1995-05-01,,,,,NGS,1995-05-01,,,,,,,,,,,,,
11244.*A,GLH,MS,18L/36R,8001,150,ASPH-F,GRVD,61 /F/D/X/T,HIGH,NGS,1995-05-01,75,112,182,540,18L,180,ILS,,PIR,F,033-29-48.7400N,120588.7410N,090-58-55.5200W,0327535.5190W,129.2,,,,,,,,,129.2,,,,MALSR,N,,,,,PIR,50,,,,,,NGS,1995-05-01,NGS,1995-05-01,,,,,NGS,1995-05-01,8001,8001,7981,7981,,,,,,,,,,36R,0,,Y,PIR,F,033-28-29.5900N,120509.5870N,090-58-55.5200W,0327535.5200W,129.4,60,3,,,,,,,129.4,P4L,,,,Y,,,TREE,,C,41,84,3691,478L,,,NGS,1995-05-01,NGS,1995-05-01,,,,,NGS,1995-05-01,8001,8001,8001,8001,,,,,,,,,
11253.*A,GPT,MS,18/36,4935,150,ASPH-E,GRVD,147/F/B/W/T,MED,3RD PARTY SURVEY,2019-06-06,20,,115,,18,180,,N,NPI,G,030-24-57.5000N,109497.5006N,089-03-58.6500W,0320638.6479W,23.5,50,3,,,,,,,26.7,P4R,,,,N,,,TREE,,C,25,42,1300,200R,,,3RD PARTY SURVEY,2019-06-06,3RD PARTY SURVEY,2019-06-06,,,,,3RD PARTY SURVEY,2019-06-06,,,,,,,,,,,,,,36,360,,N,NPI,G,030-24-08.6500N,109448.6532N,089-03-58.4900W,0320638.4857W,25.5,50,3,,,,,,,27,P4L,,,,N,,,TREES,,C,40,40,1800,0,,,3RD PARTY SURVEY,2019-06-06,3RD PARTY SURVEY,2019-06-06,,,,,3RD PARTY SURVEY,2019-06-06,,,,,,,,,,,,,
11253.*A,GPT,MS,14/32,9002,150,ASPH-CONC-G,GRVD,194/F/A/W/T,HIGH,3RD PARTY SURVEY,2019-06-06,81,300,555,870,14,135,ILS,N,PIR,G,030-24-53.8400N,109493.8374N,089-04-56.3000W,0320696.2959W,18.9,73,3,,,,,,,26.5,P4R,T,N,MALSR,N,,,TREES,,PIR,34,50,1900,300R,,,3RD PARTY SURVEY,2019-06-06,3RD PARTY SURVEY,2019-06-06,,,,,3RD PARTY SURVEY,2019-06-06,,,,,,,,,,,,,,32,315,ILS,N,PIR,G,030-23-50.9200N,109430.9235N,089-03-43.5100W,0320623.5091W,22,72,3,,,,,,,27.2,P4L,T,,MALSR,N,,,TOWER,L,PIR,27,70,2100,0B,,,3RD PARTY SURVEY,2019-06-06,3RD PARTY SURVEY,2019-06-06,,,,,3RD PARTY SURVEY,2019-06-06,,,,,,,,,,,,,
11339.2*A,NJW,MS,14/32,8000,150,ASPH-CONC,,26 /R/C/W/T,MED,MILITARY,2010-07-01,,,,,14,134,,,,,032-48-23.6800N,118103.6830N,088-50-37.9400W,0319837.9370W,517.5,,,,,,,,,526.1,,,,,,,,,,,,,,,,,MILITARY,2010-06-08,MILITARY,2010-06-08,,,,,MILITARY,2010-06-08,,,,,,,,,,,,,,32,314,,,,,032-47-28.5900N,118048.5880N,088-49-30.6500W,0319770.6530W,539.1,,,,,,,,,539.1,,,,,,,,,,,,,,,,,MILITARY,2010-06-08,MILITARY,2010-06-08,,,,,MILITARY,2010-06-08,,,,,,,,,,,,,
11339.*A,MEI,MS,01/19,10003,150,ASPH-CONC-G,,52 /F/C/W/T,HIGH,3RD PARTY SURVEY,2010-03-16,105,175,325,,01,9,ILS,,PIR,F,032-19-03.7800N,116343.7848N,088-45-23.0500W,0319523.0461W,285.9,54,3,032-19-13.4500N,116353.4488N,088-45-21.1800W,0319521.1846W,286.7,990,289.3,P4L,T,N,MALSR,N,N,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,10003,10003,10003,9013,,,,,,,,,,19,189,ILS/DME,,PIR,F,032-20-41.4600N,116441.4640N,088-45-04.2500W,0319504.2537W,293.4,69,3,032-20-31.8000N,116431.8004N,088-45-06.1100W,0319506.1106W,292.9,990,293.1,P4L,T,N,MALSR,,N,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,10003,10003,10003,9013,,,,,,,,,
11339.*A,MEI,MS,04/22,4599,150,ASPH-P,,30 /F/B/W/T,MED,3RD PARTY SURVEY,2010-03-16,78,118,211,,04,44,,N,NPI,F,032-19-51.5700N,116391.5670N,088-45-10.2800W,0319510.2769W,289.7,19,3.13,,,,,,,295.1,P2L,,N,,N,N,N,TREES,,C,18,86,1760,325L,,,3RD PARTY SURVEY,2010-03-16,3RD PARTY SURVEY,2010-03-16,,,,,3RD PARTY SURVEY,2010-03-16,4599,4599,4599,4599,,,,,,,,,,22,224,,N,NPI,F,032-20-24.3100N,116424.3090N,088-44-33.0500W,0319473.0512W,297.4,20,3.59,,,,,,,297.7,P2L,,N,,N,N,N,POLE,,C,26,35,1125,390R,,,3RD PARTY SURVEY,2005-03-03,3RD PARTY SURVEY,2010-03-16,,,,,3RD PARTY SURVEY,2010-03-16,4599,4599,4599,4599,,,,,,,,,
11431.*A,1MS8,MS,13/31,6300,150,ASPH-CONC,,12 /R/B/W/T,,,,,,,,13,,,,,,032-56-45.9400N,118605.9400N,088-35-12.2300W,0318912.2300W,,,,,,,,,,,,,,,,,,,,,,,,,,,MILITARY,2002-08-01,,,,,,,,,,,,,,,,,,,,,,31,,,,,,032-56-03.4200N,118563.4200N,088-34-18.1500W,0318858.1500W,,,,,,,,,,,,,,,,,,,,,,,,,,,MILITARY,2002-08-01,,,,,,,,,,,,,,,,,,,,,
11444.*A,STF,MS,18/36,5550,150,ASPH-CONC-G,,,HIGH,3RD PARTY SURVEY,2006-06-20,25,30,,,18,179,,N,NPI,F,033-26-26.6600N,120386.6622N,088-50-55.8000W,0319855.7988W,332.1,36,3,033-26-13.0200N,120373.0236N,088-50-55.3900W,0319855.3867W,327.8,1379,332.6,P2L,,,,,,,SIGN,,B(V),21,32,900,150L,,,3RD PARTY SURVEY,2006-06-20,3RD PARTY SURVEY,2006-06-20,3RD PARTY SURVEY,2006-06-20,3RD PARTY SURVEY,2006-06-20,AVN,2011-04-11,,,,,,,,,,,,,,36,359,LOC/DME,N,NPI,F,033-25-31.7700N,120331.7739N,088-50-54.1500W,0319854.1464W,320.9,40,3,,,,,,,325.7,P2L,,,,Y,,,,,C,50,,,,,,3RD PARTY SURVEY,2006-06-20,3RD PARTY SURVEY,2006-06-20,,,,,AVN,2011-04-11,,,,,,,,,,,,,
11605.*A,CGI,MO,02/20,3997,100,ASPH-CONC-F,,16 /R/D/W/T,MED,3RD PARTY SURVEY,2011-09-12,45,60,100,,02,21,,N,NPI,G,037-13-14.8900N,133994.8861N,089-34-22.2100W,0322462.2095W,341.6,52,4,,,,,,,341.6,V4L,,,,,,,TREE,,C,18,70,1500,450L,,,3RD PARTY SURVEY,2011-09-12,3RD PARTY SURVEY,2011-09-12,,,,,3RD PARTY SURVEY,2011-09-12,3996,3996,3996,3996,,,,,,,,,,20,201,,N,NPI,G,037-13-51.7300N,134031.7285N,089-34-04.3400W,0322444.3387W,335.9,43,3,,,,,,,338.7,V4L,,,,,,,,,C,50,,,,,,3RD PARTY SURVEY,2011-09-12,3RD PARTY SURVEY,2011-09-12,,,,,3RD PARTY SURVEY,2011-09-12,3996,3996,3996,3996,,,,,,,,,
11605.*A,CGI,MO,10/28,6500,150,CONC-G,GRVD,30 /R/D/W/T,HIGH,3RD PARTY SURVEY,2011-09-12,93,125,215,,10,106,ILS/DME,N,PIR,G,037-13-38.5500N,134018.5506N,089-34-54.3000W,0322494.2952W,337.1,,,,,,,,,337.3,,T,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2011-09-12,3RD PARTY SURVEY,2011-09-12,,,,,3RD PARTY SURVEY,2011-09-12,6499,6499,6499,6499,,,,,,,,,,28,286,,N,NPI,G,037-13-21.0400N,134001.0421N,089-33-36.9700W,0322416.9701W,340.8,38,3,,,,,,,340.8,V2L,R,,ODALS,,,,TREE,,D,33,160,5600,1100R,,,3RD PARTY SURVEY,2011-09-12,3RD PARTY SURVEY,2011-09-12,,,,,3RD PARTY SURVEY,2011-09-12,6499,6499,6499,6499,,,,,,,,,
11858.*A,LLU,MO,17/35,4000,75,CONC-E,,,MED,3RD PARTY SURVEY,2015-11-07,,,,,17,169,,,NPI,G,037-29-19.6900N,134959.6944N,094-18-49.1300W,0339529.1265W,1009.8,42,3,,,,,,,1009.8,P4L,,,,Y,,,,,C,34,,,,,,3RD PARTY SURVEY,2015-11-07,3RD PARTY SURVEY,2015-11-07,,,,,3RD PARTY SURVEY,2015-11-07,,,,,,,,,,,,,,35,349,,,NPI,G,037-28-40.8300N,134920.8266N,094-18-40.0200W,0339520.0221W,990,42,3,,,,,,,1004.9,P4L,,,,Y,,,,,C,34,,,,,,3RD PARTY SURVEY,2015-11-07,3RD PARTY SURVEY,2015-11-07,,,,,3RD PARTY SURVEY,2015-11-07,,,,,,,,,,,,,
11858.*A,LLU,MO,03/21,2900,60,ASPH-CONC-G,AFSC,10 /R/C/W/T,MED,3RD PARTY SURVEY,2015-11-07,,,,,03,33,,N,NPI,G,037-29-10.1000N,134950.1026N,094-18-51.1000W,0339531.0989W,1004.6,,,,,,,,,1007.3,,,,,,,,,,A(NP),20,,,,,,3RD PARTY SURVEY,2015-11-07,3RD PARTY SURVEY,2015-11-07,,,,,3RD PARTY SURVEY,2015-11-07,,,,,,,,,,,,,,21,213,,N,NPI,G,037-29-34.2500N,134974.2542N,094-18-31.7200W,0339511.7212W,997.8,,,,,,,,,1007.3,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2015-11-07,3RD PARTY SURVEY,2015-11-07,,,,,3RD PARTY SURVEY,2015-11-07,,,,,,,,,,,,,
11921.*A,MYJ,MO,06/24,5501,100,CONC-G,,,MED,NGS,2009-06-18,30,37,,,06,66,,N,NPI,G,039-09-15.4500N,140955.4493N,091-49-31.9200W,0330571.9179W,822.7,,,,,,,,,822.7,,,,,,,,,,C,34,,,,,,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,,,,,3RD PARTY SURVEY,2015-07-22,,,,,,,,,,,,,,24,246,LOC/DME,N,NPI,G,039-09-37.8300N,140977.8325N,091-48-28.2700W,0330508.2747W,808.5,40,3,039-09-36.3200N,140976.3245N,091-48-32.5600W,0330512.5648W,809.5,371,816.6,P4L,,,MALS,,,,TREES,,C,27,57,1770,278R,,,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,,,,,,,,,,,,,
11921.*A,MYJ,MO,18/36,3200,50,ASPH-CONC-G,,,LOW,NGS,2009-06-18,10,,,,18,182,,N,BSC,G,039-09-43.5300N,140983.5348N,091-49-14.8700W,0330554.8674W,811.6,,,,,,,,,817.6,,,,,Y,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,,,,,3RD PARTY SURVEY,2015-07-22,,,,,,,,,,,,,,36,2,,N,BSC,G,039-09-11.9200N,140951.9240N,091-49-16.0700W,0330556.0697W,817.9,,,,,,,,,817.9,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2015-07-22,3RD PARTY SURVEY,2015-07-22,,,,,3RD PARTY SURVEY,2015-07-22,,,,,,,,,,,,,
12417.3*A,MT53,MT,12/30,3650,24,ASPH-CONC,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12766.*A,HDE,NE,18/36,4701,75,ASPH-CONC-G,,,MED,NGS,1997-07-14,30,,,,18,190,,N,NPI,G,040-27-32.5700N,145652.5728N,099-20-09.3100W,0357609.3093W,2305.9,40,3,,,,,,,2309.3,P2L,,,,Y,,,,,C,34,,,,,,AVN,2011-05-25,NGS,1997-07-14,,,,,3RD PARTY SURVEY,2006-05-17,,,,,,,,,,,,,,36,10,,N,NPI,G,040-26-46.7800N,145606.7810N,099-20-19.4800W,0357619.4780W,2307.8,40,3,,,,,,,2309.3,P2L,,,,Y,,,RR,,C,35,26,1115,0B,,,NGS,1997-07-14,NGS,1997-07-14,,,,,3RD PARTY SURVEY,2006-05-17,,,,,,,,,,,,,
12766.*A,HDE,NE,11/29,2350,300,TURF-F,,,,FAA OE/AAA,2017-09-28,,,,,11,126,,N,,,040-27-06.9700N,145626.9700N,099-20-12.3500W,0357612.3500W,2306.8,,,,,,,,,2313,,,,,,,,TREE,,A(V),30,38,1151,211R,,,STATE,2006-03-23,FAA OE/AAA,2017-09-28,,,,,STATE,2006-03-23,,,,,,,,,,,,,,29,306,,N,,,040-26-53.2000N,145613.2000N,099-19-47.8600W,0357587.8600W,2313.1,,,,,,,,,2313.1,,,,,,,,TREE,,A(V),47,27,1278,104L,,,FAA OE/AAA,2017-09-28,STATE,2006-03-23,,,,,STATE,2006-03-23,,,,,,,,,,,,,
12794.*A,LNK,NE,14/32,8649,150,ASPH-F,GRVD,43 /F/B/X/U,MED,3RD PARTY SURVEY,2012-01-19,80,170,280,,14,145,,N,NPI,G,040-52-02.3000N,147122.2990N,096-46-10.8300W,0348370.8286W,1198.9,48,3,040-51-59.3600N,147119.3602N,096-46-08.1300W,0348368.1300W,1199.1,363,1199.1,P4L,,,,Y,,,,,C,50,,,,,,3RD PARTY SURVEY,2009-11-04,3RD PARTY SURVEY,2012-01-19,3RD PARTY SURVEY,2012-01-19,3RD PARTY SURVEY,2012-01-19,3RD PARTY SURVEY,2012-01-19,8649,8649,8649,8286,,,,,,,,,,32,325,,N,NPI,G,040-50-52.2600N,147052.2644N,096-45-06.3300W,0348306.3329W,1177.6,50,3,040-50-56.0700N,147056.0684N,096-45-09.8300W,0348309.8335W,1179.1,470,1192,V4L,,,,,,,POLE,,C,38,59,2475,375R,,,3RD PARTY SURVEY,2009-11-04,3RD PARTY SURVEY,2012-01-19,3RD PARTY SURVEY,2012-01-19,3RD PARTY SURVEY,2012-01-19,3RD PARTY SURVEY,2012-01-19,8649,8649,8286,7816,,,,,,,,,
12794.*A,LNK,NE,17/35,5800,100,ASPH-G,GRVD,15 /R/C/W/T,MED,3RD PARTY SURVEY,2012-01-19,45,59,,,17,180,,N,NPI,G,040-51-40.8300N,147100.8326N,096-45-02.7100W,0348302.7143W,1218.6,44,3,,,,,,,1218.6,P4L,,,,Y,,,,,C,50,,,,,,3RD PARTY SURVEY,2009-11-04,3RD PARTY SURVEY,2012-01-19,,,,,3RD PARTY SURVEY,2012-01-19,5800,5800,5400,5400,,,,,,,,,,35,360,,Y,NPI,G,040-50-43.5300N,147043.5288N,096-45-03.0900W,0348303.0869W,1173,30,3,,,,,,,1196.2,P4L,,,ODALS,N,,,,,B(V),50,,,,,,3RD PARTY SURVEY,2009-11-04,3RD PARTY SURVEY,2012-01-19,,,,,3RD PARTY SURVEY,2012-01-19,5800,5800,5800,5800,,,,,,,,,
12794.*A,LNK,NE,18/36,12901,200,ASPH-CONC-F,GRVD,58 /R/B/W/U,HIGH,3RD PARTY SURVEY,2012-01-19,100,200,400,,18,180,ILS,Y,PIR,G,040-51-46.7700N,147106.7690N,096-45-42.0300W,0348342.0314W,1195.2,55,3,,,,,,,1195.2,P4L,TR,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2009-11-04,3RD PARTY SURVEY,2012-01-19,,,,,3RD PARTY SURVEY,2012-01-19,12901,12901,12901,12901,,,,,,,,,,36,360,ILS,N,PIR,G,040-49-39.3000N,146979.3022N,096-45-42.8600W,0348342.8575W,1174.6,56,3,,,,,,,1174.6,P4L,TR,N,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2009-11-04,3RD PARTY SURVEY,2012-01-19,,,,,3RD PARTY SURVEY,2012-01-19,12901,12901,12901,12901,,,,,,,,,
13386.*A,PSM,NH,16/34,11322,150,ASPH-CONC-G,GRVD,82 /F/A/W/T,HIGH,3RD PARTY SURVEY,2017-11-13,120,250,550,1120,16,149,ILS,Y,PIR,G,043-05-28.6000N,155128.6001N,070-50-03.0000W,0255002.9982W,94.1,72,3,043-05-21.8000N,155121.7997N,070-49-57.4400W,0254997.4372W,97.3,803,100.4,P4L,T,Y,MALSR,,,,TREES,,PIR,34,58,2200,0B,,,3RD PARTY SURVEY,2017-11-13,3RD PARTY SURVEY,2017-11-13,3RD PARTY SURVEY,2017-11-13,3RD PARTY SURVEY,2017-11-13,3RD PARTY SURVEY,2017-11-13,11321,11321,11321,10518,,,,,,,,,,34,329,ILS,N,PIR,G,043-03-52.6700N,155032.6745N,070-48-44.6000W,0254924.5991W,84.3,80,3,,,,,,,84.4,P4L,T,Y,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2017-11-13,3RD PARTY SURVEY,2017-11-13,,,,,3RD PARTY SURVEY,2017-11-13,11321,11321,11321,11321,,,,,,,,,
13487.*A,ACY,NJ,13/31,10000,150,ASPH-G,GRVD,78 /F/A/W/T,HIGH,3RD PARTY SURVEY,2011-03-11,85,120,350,,13,118,ILS/DME,N,PIR,G,039-27-51.3400N,142071.3353N,074-35-27.6400W,0268527.6440W,74.8,71,3,,,,,,,74.8,P4L,TR,Y,MALSR,N,Y,Y,ROAD,,PIR,37,14,720,570R,,,3RD PARTY SURVEY,2011-03-11,3RD PARTY SURVEY,2011-03-11,,,,,3RD PARTY SURVEY,2011-03-11,10000,10000,10000,10000,3600,04/22,,039-27-34.6400N,142054.6360N,074-34-47.1200W,0268487.1196W,FAA-EST,2007-07-16,31,298,ILS/DME,N,PIR,G,039-27-04.9400N,142024.9401N,074-33-35.0700W,0268415.0736W,63.1,69,3,,,,,,,63.5,P4L,TR,,,Y,Y,,ANT,,PIR,39,25,1191,5R,,,3RD PARTY SURVEY,2011-03-11,3RD PARTY SURVEY,2011-03-11,,,,,3RD PARTY SURVEY,2011-03-11,10000,10000,10000,10000,5750,04/22,,039-27-31.6300N,142051.6254N,074-34-39.8100W,0268479.8148W,FAA-EST,2007-07-16
13487.*A,ACY,NJ,04/22,6144,150,ASPH-CONC-G,GRVD,62 /R/A/W/T,HIGH,3RD PARTY SURVEY,2011-03-11,75,175,400,900,04,28,,N,NPI,G,039-26-59.0500N,142019.0527N,074-35-06.5800W,0268506.5835W,61.4,47,3,,,,,,,68.3,P4L,,,,,,,TREE,,C,39,49,2150,270R,,,3RD PARTY SURVEY,2011-03-11,3RD PARTY SURVEY,2011-03-11,,,,,3RD PARTY SURVEY,2011-03-11,6144,6144,6144,6144,3550,13/31,,039-27-30.0300N,142050.0320N,074-34-45.3400W,0268485.3388W,FAA-EST,2007-07-16,22,208,,N,NPI,G,039-27-52.6700N,142072.6716N,074-34-29.8100W,0268469.8087W,67.2,51,3,,,,,,,67.5,V4L,,,,,,,TREES,,C,31,63,2200,500R,,,3RD PARTY SURVEY,2011-03-11,3RD PARTY SURVEY,2011-03-11,,,,,3RD PARTY SURVEY,2011-03-11,6144,6144,6144,6144,,,,,,,,,
13487.*A,ACY,NJ,H1,102,102,ASPH,,,,,,,,,,H1,,,,,,039-27-53.4100N,142073.4100N,074-33-57.3300W,0268437.3300W,56,,,,,,,,,,,,,,,,,,,,,,,,,,FAA,2000-11-01,FAA,2000-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14052.*A,EWR,NJ,04L/22R,11000,150,ASPH-CONC-E,GRVD,96 /R/B/X/T,HIGH,NGS,2004-09-03,,210,520,1000,04L,26,ILS/DME,N,PIR,G,040-40-31.3700N,146431.3716N,074-10-46.0200W,0267046.0209W,10.1,77,3.1,040-40-53.9600N,146453.9645N,074-10-31.6600W,0267031.6636W,10.2,2540,10.4,P4L,TMR,N,MALSR,,Y,Y,TREE,,PIR,26,65,1926,572L,,,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,11000,11000,11000,8460,7750,11/29,,040-42-02.9200N,146522.9206N,074-09-47.8300W,0266987.8299W,FAA-EST,2007-07-16,22R,206,ILS/DME,N,PIR,G,040-42-09.2100N,146529.2091N,074-09-43.8300W,0266983.8255W,8.9,70,3.1,040-41-56.4000N,146516.4015N,074-09-51.9700W,0266991.9705W,10,1440,10.4,P4L,TMR,N,MALSR,Y,Y,Y,POLE,,PIR,3,28,295,477R,,,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,11000,11000,11000,9560,,,,,,,,,
14052.*A,EWR,NJ,04R/22L,10000,150,ASPH-E,GRVD,96 /R/B/W/T,HIGH,FAA,2005-05-17,,210,520,1000,04R,26,ILS/DME,,PIR,G,040-40-39.3000N,146439.2984N,074-10-27.2800W,0267027.2835W,11.1,71,2.95,040-40-49.8900N,146449.8868N,074-10-20.5500W,0267020.5537W,11,1190,11.3,P4L,TMR,N,ALSF2,,Y,Y,POLE,L,PIR,26,28,953,600R,,,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,10000,10000,10000,8810,8100,11/29,,040-42-01.9300N,146521.9308N,074-09-34.7500W,0266974.7487W,FAA-EST,2007-07-16,22L,206,ILS/DME,N,PIR,G,040-42-08.2400N,146528.2438N,074-09-30.7300W,0266970.7308W,9.4,60,3,040-41-52.3000N,146512.2970N,074-09-40.8700W,0266980.8734W,10.6,1793,10.7,P4L,TMR,N,ALSF2,,Y,Y,ANT,,PIR,11,30,540,534R,,,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,10000,10000,10000,8207,,,,,,,,,
