Site Id,Loc Id,State,Runway Id,Length,Width,Surface Type Condition,Surface Treatment,PCN,Edge Light Intensity,Length Source,Length Source Date,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base End Id,Base True Heading,Base ILS Type,Base Right Hand Traffic Pattern,Base Marking Type,Base Marking Condition,Base Latitude DMS,Base Latitude Seconds,Base Longitude DMS,Base Longitude Seconds,Base Elevation,Base Threshold Height,Base Visual Glide Path Angle,Base Displaced Latitude DMS,Base Displaced Latitude Seconds,Base Displaced Longitude DMS,Base Displaced Longitude Seconds,Base Displaced Elevation,Base Displaced Threshold Length,Base TDZ Elevation,Base VGSI,Base RVR,Base RVV,Base ALS,Base REIL,Base Centerline Lights,Base Touchdown Lights,Base Obstacle,Base Obstacle Marking Lighting,Base Obstacle Part77,Base Obstacle Clearance Slope,Base Obstacle Height Above Runway,Base Obstacle Distance From Runway,Base Obstacle Centerline Offset,Base Gradient,Base Gradient Direction,Base Position Source,Base Position Source Date,Base Elevation Source,Base Elevation Source Date,Base Displaced Position Source,Base Displaced Position Source Date,Base Elevation Position Source,Base Elevation Position Source Date,Base TDZ Elevation Source,Base TDZ Elevation Source Date,Base TORA,Base TODA,Base ASDA,Base LDA,Base LAHSO,Base LAHSO Id,Base LAHSO Desc,Base LAHSO Latitude DMS,Base LAHSO Latitude Seconds,Base LAHSO Longitude DMS,Base LAHSO Longitude Seconds,Base LAHSO Source,Base LAHSO Source Date,Reciprocal End Id,Reciprocal True Heading,Reciprocal ILS Type,Reciprocal Right Hand Traffic Pattern,Reciprocal Marking Type,Reciprocal Marking Condition,Reciprocal Latitude DMS,Reciprocal Latitude Seconds,Reciprocal Longitude DMS,Reciprocal Longitude Seconds,Reciprocal Elevation,Reciprocal Threshold Height,Reciprocal Visual Glide Path Angle,Reciprocal Displaced Latitude DMS,Reciprocal Displaced Latitude Seconds,Reciprocal Displaced Longitude DMS,Reciprocal Displaced Longitude Seconds,Reciprocal Displaced Elevation,Reciprocal Displaced Threshold Length,Reciprocal TDZ Elevation,Reciprocal VGSI,Reciprocal RVR,Reciprocal RVV,Reciprocal ALS,Reciprocal REIL,Reciprocal Centerline Lights,Reciprocal Touchdown Lights,Reciprocal Obstacle,Reciprocal Obstacle Marking Lighting,Reciprocal Obstacle Part77,Reciprocal Obstacle Clearance Slope,Reciprocal Obstacle Height Above Runway,Reciprocal Obstacle Distance From Runway,Reciprocal Obstacle Centerline Offset,Reciprocal Gradient,Reciprocal Gradient Direction,Reciprocal Position Source,Reciprocal Position Source Date,Reciprocal Elevation Source,Reciprocal Elevation Source Date,Reciprocal Displaced Position Source,Reciprocal Displaced Position Source Date,Reciprocal Elevation Position Source,Reciprocal Elevation Position Source Date,Reciprocal TDZ Elevation Source,Reciprocal TDZ Elevation Source Date,Reciprocal TORA,Reciprocal TODA,Reciprocal ASDA,Reciprocal LDA,Reciprocal LAHSO,Reciprocal LAHSO Id,Reciprocal LAHSO Desc,Reciprocal LAHSO Latitude DMS,Reciprocal LAHSO Latitude Seconds,Reciprocal LAHSO Longitude DMS,Reciprocal LAHSO Longitude Seconds,Reciprocal LAHSO Source,Reciprocal LAHSO Source Date
04508.*A,ORD,IL,10X,0,0,,,,,,,,,,,10X,,ILS/DME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04508.*A,ORD,IL,H1,200,100,CONC,,,PERI,FAA OE/AAA,2022-01-31,,,,,H1,,,,BSC,G,041-58-39.0600N,151119.0644N,087-53-04.0100W,0316384.0081W,649.7,,,,,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2022-01-31,FAA OE/AAA,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04508.*A,ORD,IL,09C/27C,11245,200,CONC-E,GRVD,131/R/C/W/T,HIGH,3RD PARTY SURVEY,2021-01-25,120,250,550,1120,09C,90,ILS/DME,,PIR,G,041-59-17.8900N,151157.8916N,087-55-53.6600W,0316553.6564W,673.3,72,3,,,,,,,673.3,P4L,TMR,,ALSF2,,Y,Y,ANT,L,PIR,41,126,5411,721L,,,3RD PARTY SURVEY,2021-01-25,3RD PARTY SURVEY,2021-01-25,,,,,3RD PARTY SURVEY,2021-01-25,11245,11245,11245,11245,8830,,TWY TT,041-59-17.9200N,151157.9165N,087-53-56.7300W,0316436.7343W,FAA-EST,2020-09-22,27C,270,ILS/DME,,PIR,G,041-59-17.9200N,151157.9172N,087-53-24.7600W,0316404.7562W,652.4,75,3,,,,,,,652.8,P4L,TMR,,ALSF2,,Y,Y,,,PIR,,,,,,,3RD PARTY SURVEY,2021-01-25,3RD PARTY SURVEY,2021-01-25,,,,,3RD PARTY SURVEY,2021-01-25,11245,11245,11245,11245,9725,,TWY VV,041-59-17.9000N,151157.8992N,087-55-33.5300W,0316533.5289W,FAA-EST,2020-09-22
04508.*A,ORD,IL,04R/22L,8075,150,ASPH-G,GRVD,108/R/C/W/U,HIGH,3RD PARTY SURVEY,2016-10-03,100,200,350,,04R,42,ILS,N,PIR,G,041-57-11.9800N,151031.9778N,087-53-57.9100W,0316437.9066W,661.4,67,3,,,,,,,661.4,P4R,TMR,N,MALSR,N,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2016-10-03,3RD PARTY SURVEY,2016-10-03,,,,,3RD PARTY SURVEY,2016-10-03,8075,8075,8075,8075,,,,,,,,,,22L,222,ILS,N,PIR,G,041-58-11.7200N,151091.7180N,087-52-47.0800W,0316367.0759W,654.4,73,3,,,,,,,654.4,P4L,TMR,N,MALSR,N,Y,Y,TREES,,PIR,39,45,1997,628L,,,3RD PARTY SURVEY,2012-07-27,3RD PARTY SURVEY,2016-10-03,,,,,3RD PARTY SURVEY,2016-10-03,8075,8075,8075,8075,,,,,,,,,
04508.*A,ORD,IL,09R/27L,11260,150,ASPH-CONC-E,GRVD,105/R/C/W/T,HIGH,3RD PARTY SURVEY,2019-09-14,120,250,550,1120,09R,90,ILS/DME,N,PIR,G,041-59-02.0200N,151142.0171N,087-55-53.6500W,0316553.6481W,668.2,,,,,,,,,668.2,,,N,,N,Y,Y,TREE,,PIR,41,47,2157,252L/R,,,3RD PARTY SURVEY,2019-09-14,3RD PARTY SURVEY,2019-09-14,,,,,3RD PARTY SURVEY,2019-09-14,11260,11260,11260,11260,,,,,,,,,,27L,270,ILS/DME,N,PIR,G,041-59-02.0400N,151142.0417N,087-53-24.5600W,0316404.5558W,650.3,,,,,,,,,653.9,,,N,,N,Y,Y,RR,,PIR,34,50,1938,0L/R,,,3RD PARTY SURVEY,2019-09-14,3RD PARTY SURVEY,2019-09-14,,,,,3RD PARTY SURVEY,2019-09-14,10260,10260,10260,10260,,,,,,,,,
04564.*A,DEC,IL,12/30,6799,150,ASPH-CONC-G,GRVD,60 /F/C/X/U,MED,3RD PARTY SURVEY,2010-06-22,75,200,245,,12,119,,N,NPI,G,039-50-28.5000N,143428.5038N,088-52-29.2800W,0319949.2821W,678.3,,,,,,,,,680.4,,,N,,N,N,N,TREE,,C,22,43,1174,288R,,,3RD PARTY SURVEY,2010-06-22,3RD PARTY SURVEY,2010-06-22,,,,,3RD PARTY SURVEY,2010-06-22,6799,6799,6799,6799,4450,06/24,,039-50-07.1000N,143407.1032N,088-51-39.4500W,0319899.4533W,FAA-EST,2007-07-17,30,299,,N,NPI,F,039-49-55.7900N,143395.7933N,088-51-13.1500W,0319873.1499W,678,51,3,,,,,,,678.6,P4L,,N,,,N,N,,,D,50,,,,,,3RD PARTY SURVEY,2010-06-22,3RD PARTY SURVEY,2010-06-22,,,,,3RD PARTY SURVEY,2010-06-22,6799,6799,6799,6799,5050,18/36,,039-50-20.1000N,143420.1036N,088-52-09.7000W,0319929.6952W,FAA-EST,2007-07-17
04564.*A,DEC,IL,18/36,5298,150,ASPH-G,GRVD,23 /F/C/X/U,MED,3RD PARTY SURVEY,2010-06-22,75,115,180,,18,179,,N,NPI,G,039-50-29.2200N,143429.2237N,088-52-27.7400W,0319947.7426W,678.9,53,3,,,,,,,679.7,P4L,,N,,,N,N,TREES,,C,28,55,1755,15R,,,3RD PARTY SURVEY,2010-06-22,3RD PARTY SURVEY,2010-06-22,,,,,3RD PARTY SURVEY,2010-06-22,5298,5298,5298,5298,4450,06/24,,039-49-45.2600N,143385.2636N,088-52-26.8600W,0319946.8597W,FAA-EST,2007-07-17,36,359,,N,NPI,G,039-49-36.8700N,143376.8721N,088-52-26.7000W,0319946.7004W,672.2,58,3,,,,,,,678.3,V4L,,N,,Y,N,N,POLE,,C,42,50,2344,461L,,,3RD PARTY SURVEY,2010-06-22,3RD PARTY SURVEY,2010-06-22,,,,,3RD PARTY SURVEY,2010-06-22,5298,5298,5298,5298,4800,12/30,,039-50-24.3100N,143424.3059N,088-52-27.6400W,0319947.6404W,FAA-EST,2007-07-17
04564.*A,DEC,IL,06/24,8496,150,ASPH-CONC-G,GRVD,60 /F/C/X/U,HIGH,3RD PARTY SURVEY,2010-06-22,75,200,245,,06,59,ILS/DME,N,PIR,G,039-49-37.5500N,143377.5532N,088-52-28.2600W,0319948.2600W,672.7,,,,,,,,,676.6,,TM,N,MALSR,N,N,N,ROAD,,PIR,39,17,885,599L,,,3RD PARTY SURVEY,2010-06-22,3RD PARTY SURVEY,2010-06-22,,,,,3RD PARTY SURVEY,2010-06-22,8496,8496,8496,8496,4800,12/30,,039-50-01.8900N,143401.8927N,088-51-35.4500W,0319895.4537W,FAA-EST,2007-07-17,24,239,,N,PIR,F,039-50-20.6200N,143420.6248N,088-50-54.7900W,0319854.7866W,681.8,52,3,,,,,,,681.9,V4L,MR,N,,N,N,N,,,C,50,,,,,,3RD PARTY SURVEY,2010-06-22,3RD PARTY SURVEY,2010-06-22,,,,,3RD PARTY SURVEY,2010-06-22,8496,8496,8496,8496,3000,12/30,,039-50-05.4200N,143405.4214N,088-51-27.8000W,0319887.7964W,FAA-EST,2007-07-17
04850.*A,MWA,IL,02/20,8012,150,ASPH-F,PFC,25 /F/C/X/U,HIGH,3RD PARTY SURVEY,2012-06-04,80,95,140,,02,22,,N,PIR,F,037-44-54.2000N,135894.1968N,089-01-04.9000W,0320464.8966W,452.6,36,3.5,,,,,,,466.3,P4L,,,,Y,,,TREES,,D,34,56,2130,697L,,,3RD PARTY SURVEY,2012-06-04,3RD PARTY SURVEY,2012-06-04,,,,,3RD PARTY SURVEY,2012-06-04,8012,8012,8012,8012,,,,,,,,,,20,202,ILS,N,PIR,F,037-46-07.2900N,135967.2882N,089-00-26.4700W,0320426.4673W,465.4,,,,,,,,,467.6,,,,MALSR,,,,TREE,,PIR,33,83,2945,847L,,,3RD PARTY SURVEY,2012-06-04,3RD PARTY SURVEY,2012-06-04,,,,,3RD PARTY SURVEY,2012-06-04,8012,8012,8012,8012,6650,11/29,,037-45-06.6200N,135906.6224N,089-00-58.3700W,0320458.3689W,FAA-EST,2007-07-17
04850.*A,MWA,IL,11/29,4997,100,ASPH-CONC-F,GRVD,15 /F/C/Y/U,MED,3RD PARTY SURVEY,2012-06-04,45,55,100,,11,108,,N,BSC,F,037-45-04.6400N,135904.6406N,089-01-00.3500W,0320460.3546W,453.7,26,3,,,,,,,471.7,P4L,,,,Y,,,TREE,,B(V),21,62,1537,90L,,,3RD PARTY SURVEY,2012-06-04,3RD PARTY SURVEY,2012-06-04,,,,,3RD PARTY SURVEY,2012-06-04,4997,4997,4997,4997,,,,,,,,,,29,288,,N,BSC,F,037-44-49.6800N,135889.6826N,089-00-01.0600W,0320401.0595W,467.2,25,3,,,,,,,471.7,P4L,,,,Y,,,SIGN,,B(V),33,30,1218,249L,,,3RD PARTY SURVEY,2012-06-04,3RD PARTY SURVEY,2012-06-04,,,,,3RD PARTY SURVEY,2012-06-04,4997,4997,4997,4997,4650,02/20,,037-45-03.6100N,135903.6119N,089-00-56.2400W,0320456.2412W,FAA-EST,2007-07-17
04868.*A,MLI,IL,05/23,5016,150,CONC-G,GRVD,18 /R/B/W/T,MED,3RD PARTY SURVEY,2012-05-22,60,75,120,,05,49,,N,BSC,F,041-26-29.9700N,149189.9741N,090-30-56.7800W,0325856.7845W,578,46,4,,,,,,,582.8,P4L,,N,,N,N,N,TREE,,B(V),19,146,2993,514R,,,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,,,,3RD PARTY SURVEY,2012-05-22,5015,5015,5015,5015,,,,,,,,,,23,229,,N,BSC,F,041-27-02.5700N,149222.5740N,090-30-07.1900W,0325807.1869W,585.8,38,3,,,,,,,585.9,P4R,,N,,N,N,N,ROAD,,B(V),39,17,867,315R,,,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,,,,3RD PARTY SURVEY,2012-05-22,5015,5015,5015,5015,,,,,,,,,
04868.*A,MLI,IL,09/27,10002,150,CONC-G,GRVD,78 /R/B/W/T,HIGH,3RD PARTY SURVEY,2012-05-22,100,173,353,,09,91,ILS/DME,N,PIR,G,041-26-57.0700N,149217.0688N,090-31-37.2800W,0325897.2793W,577.6,50,3,,,,,,,586.6,P4L,TR,N,MALSR,N,N,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,,,,3RD PARTY SURVEY,2012-05-22,10002,10002,10002,10002,,,,,,,,,,27,271,ILS/DME,N,PIR,G,041-26-55.0200N,149215.0187N,090-29-25.9700W,0325765.9655W,573.8,52,3,,,,,,,580.8,P4L,TR,N,MALSR,N,N,N,TREE,,PIR,42,207,8959,1743L,,,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,,,,3RD PARTY SURVEY,2012-05-22,10002,10002,10002,10002,,,,,,,,,
04868.*A,MLI,IL,13/31,7301,150,ASPH-CONC-G,PFC,54 /R/B/W/T,HIGH,3RD PARTY SURVEY,2012-05-22,60,140,200,,13,127,,N,NPI,G,041-27-17.8800N,149237.8822N,090-30-55.5600W,0325855.5581W,584.7,45,3,,,,,,,589.6,P4L,,N,,Y,N,N,TREE,,C,32,45,1665,271R,,,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,,,,3RD PARTY SURVEY,2012-05-22,7301,7301,7032,7032,,,,,,,,,,31,307,,N,NPI,G,041-26-34.0900N,149194.0878N,090-29-39.3800W,0325779.3806W,580.9,45,3,041-26-37.2200N,149197.2200N,090-29-44.8300W,0325784.8277W,579.8,522,582.8,P4L,,N,,Y,N,N,TREE,,C,30,173,5522,559L,,,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,7301,7301,6954,6432,,,,,,,,,
04958.*A,UIN,IL,18/36,5400,150,ASPH-CONC-G,PFC,41 /R/C/X/T,MED,FAA,2012-12-17,106,142,,,18,179,,N,NPI,G,039-57-07.7300N,143827.7300N,091-11-57.6300W,0328317.6310W,757,,,,,,,,,759.8,,,N,,Y,N,N,TREES,,C,26,39,1245,75R,,,3RD PARTY SURVEY,2008-01-09,3RD PARTY SURVEY,2008-01-09,,,,,3RD PARTY SURVEY,2008-01-09,5400,5400,5400,5400,,,,,,,,,,36,359,,N,NPI,G,039-56-14.3600N,143774.3650N,091-11-56.8100W,0328316.8110W,756.9,,,,,,,,,759.4,,,N,,N,N,N,ROAD,,C,48,16,976,245L,,,3RD PARTY SURVEY,2008-01-09,3RD PARTY SURVEY,2008-01-09,,,,,3RD PARTY SURVEY,2008-01-09,5400,5400,5400,5400,,,,,,,,,
04958.*A,UIN,IL,04/22,7098,150,ASPH-CONC-F,GRVD,71 /R/C/X/T,HIGH,3RD PARTY SURVEY,2008-01-09,120,231,373,,04,40,ILS,N,PIR,G,039-56-10.1200N,143770.1210N,091-11-58.4300W,0328318.4277W,755.7,42,3,,,,,,,759.5,P4R,,Y,MALSR,,N,N,ROAD,,PIR,40,16,848,586R,,,3RD PARTY SURVEY,2008-01-09,3RD PARTY SURVEY,2008-01-09,,,,,3RD PARTY SURVEY,2008-01-09,7098,7098,7098,7098,,,,,,,,,,22,220,,N,PIR,G,039-57-03.6100N,143823.6087N,091-10-59.4700W,0328259.4686W,746.4,46,3,,,,,,,746.8,P4L,,N,,Y,N,N,,,C,50,,,,,,3RD PARTY SURVEY,2008-01-09,3RD PARTY SURVEY,2008-01-09,,,,,3RD PARTY SURVEY,2008-01-09,7098,7098,7098,7098,,,,,,,,,
04958.*A,UIN,IL,13/31,5397,150,ASPH-F,GRVD,71 /R/C/X/T,MED,3RD PARTY SURVEY,2007-10-29,120,231,373,,13,135,,N,NPI,G,039-56-45.0000N,143805.0014N,091-12-01.8900W,0328321.8892W,765.3,33,3,,,,,,,766.8,P4L,,N,,N,N,N,ROAD,,C,29,11,525,300R,,,3RD PARTY SURVEY,2008-01-09,3RD PARTY SURVEY,2008-01-09,,,,,3RD PARTY SURVEY,2008-01-09,5397,5397,5123,5123,,,,,,,,,,31,315,,N,NPI,G,039-56-07.0800N,143767.0806N,091-11-13.1700W,0328273.1715W,768.7,40,3,,,,,,,768.7,P4R,,N,,N,N,N,POLE,,C,40,15,800,200L,,,3RD PARTY SURVEY,2008-01-09,3RD PARTY SURVEY,2008-01-09,,,,,3RD PARTY SURVEY,2008-01-09,5397,5397,5146,5146,,,,,,,,,
04974.*A,RFD,IL,01/19,8200,150,ASPH-CONC-G,GRVD,96 /F/B/W/T,HIGH,3RD PARTY SURVEY,2011-01-20,100,210,390,850,01,5,ILS/DME,N,PIR,G,042-11-00.4900N,151860.4866N,089-05-29.1000W,0320729.0962W,708.8,,,,,,,,,729.2,,T,N,MALSR,,Y,Y,ROAD,,PIR,48,7,541,542R,,,3RD PARTY SURVEY,2011-01-20,3RD PARTY SURVEY,2011-01-20,,,,,3RD PARTY SURVEY,2011-01-20,8199,8199,8199,8199,6000,07/25,,042-11-59.4900N,151919.4898N,089-05-21.5700W,0320721.5694W,FAA-EST,2007-07-17,19,185,,N,PIR,G,042-12-21.1200N,151941.1227N,089-05-18.7900W,0320718.7911W,735.8,75,3,,,,,,,735.9,P4L,R,N,,Y,Y,N,TREE,,D,37,65,2613,561R,,,3RD PARTY SURVEY,2011-01-20,3RD PARTY SURVEY,2011-01-20,,,,,3RD PARTY SURVEY,2011-01-20,8199,8199,8099,8099,,,,,,,,,
04974.*A,RFD,IL,07/25,10002,150,ASPH-CONC-G,GRVD,85 /R/B/W/T,HIGH,3RD PARTY SURVEY,2011-01-20,100,190,360,850,07,65,ILS/DME,N,PIR,G,042-11-24.8200N,151884.8248N,089-07-11.7200W,0320831.7219W,742,69,3,,,,,,,742,P4R,TMR,N,ALSF2,,Y,Y,TREES,,PIR,34,128,4660,1236R,,,3RD PARTY SURVEY,2011-01-20,3RD PARTY SURVEY,2011-01-20,,,,,3RD PARTY SURVEY,2011-01-20,10002,10002,10002,10002,8800,01/19,,042-12-00.9900N,151920.9867N,089-05-25.4200W,0320725.4160W,FAA-EST,2007-07-17,25,245,,N,PIR,G,042-12-05.9300N,151925.9284N,089-05-10.8900W,0320710.8884W,735.9,75,3,,,,,,,736.1,P4L,TMR,N,,Y,Y,N,TREE,,C,20,51,1222,420L,,,3RD PARTY SURVEY,2011-01-20,3RD PARTY SURVEY,2011-01-20,,,,,3RD PARTY SURVEY,2011-01-20,10002,10002,10002,10002,,,,,,,,,
05008.*A,SPI,IL,18/36,5300,150,ASPH-CONC-F,NONE,20 /F/C/X/T,MED,3RD PARTY SURVEY,2012-07-14,60,70,130,,18,181,,N,BSC,F,039-51-01.1100N,143461.1127N,089-40-46.0800W,0322846.0843W,589.9,,,,,,,,,592.2,,,N,,N,N,N,TREE,,B(V),20,88,2046,292L,,,3RD PARTY SURVEY,2012-07-14,3RD PARTY SURVEY,2012-07-14,,,,,3RD PARTY SURVEY,2012-07-14,5300,5300,5300,5300,,,,,,,,,,36,1,,N,BSC,F,039-50-08.7500N,143408.7453N,089-40-47.5700W,0322847.5689W,586.4,,,,,,,,,592.2,,,N,,N,N,N,TREE,,B(V),23,57,1547,200L,,,3RD PARTY SURVEY,2012-07-14,3RD PARTY SURVEY,2012-07-14,,,,,3RD PARTY SURVEY,2012-07-14,5300,5300,5280,5280,,,,,,,,,
05008.*A,SPI,IL,13/31,7400,150,ASPH-F,GRVD,72 /F/C/X/T,HIGH,3RD PARTY SURVEY,2012-07-14,70,90,160,,13,127,,N,PIR,G,039-51-00.4900N,143460.4933N,089-41-19.4600W,0322879.4553W,587.8,50,3,,,,,,,591.7,P4R,,N,,Y,N,N,TREES,,C,39,74,3131,383R,,,3RD PARTY SURVEY,2012-07-14,3RD PARTY SURVEY,2012-07-14,,,,,3RD PARTY SURVEY,2012-07-14,7400,7400,7217,7217,,,,,,,,,,31,307,ILS,N,PIR,F,039-50-16.8800N,143416.8828N,089-40-03.3100W,0322803.3092W,583.1,54,3,,,,,,,589.8,V4L,,N,MALSR,,N,N,TREE,,PIR,42,22,1142,628L,,,3RD PARTY SURVEY,2012-07-14,3RD PARTY SURVEY,2012-07-14,,,,,3RD PARTY SURVEY,2012-07-14,7400,7400,7000,7000,,,,,,,,,
05008.*A,SPI,IL,04/22,8001,150,CONC-F,GRVD,80 /R/C/W/T,HIGH,3RD PARTY SURVEY,2012-07-14,100,200,350,,04,42,ILS,N,PIR,G,039-50-12.8300N,143412.8303N,089-41-11.1900W,0322871.1900W,587.5,56,3,,,,,,,592.2,V4L,T,N,MALSR,N,N,N,TREE,,PIR,41,49,2239,758R,,,3RD PARTY SURVEY,2012-07-14,3RD PARTY SURVEY,2012-07-14,,,,,3RD PARTY SURVEY,2012-07-14,8001,8001,7927,7927,,,,,,,,,,22,222,ILS,N,PIR,F,039-51-11.9400N,143471.9362N,089-40-03.0500W,0322803.0491W,597.7,54,3,,,,,,,597.8,V4L,R,N,MALSR,N,N,N,TREE,,PIR,49,78,4040,704R,,,3RD PARTY SURVEY,2012-07-14,3RD PARTY SURVEY,2012-07-14,,,,,3RD PARTY SURVEY,2012-07-14,8001,8001,8001,8001,,,,,,,,,
05031.52*A,5LL8,IL,09/27,3450,50,ASPH-CONC,,,LOW,,,,,,,09,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05282.*A,FWA,IN,14/32,8002,150,ASPH-CONC-G,GRVD,54 /F/C/W/T,HIGH,3RD PARTY SURVEY,2010-04-10,120,189,326,799,14,135,,N,PIR,G,040-59-36.6700N,147576.6702N,085-12-13.1900W,0306733.1863W,801.6,53,3,,,,,,,801.7,P4L,R,N,,Y,N,N,TREE,,D,34,100,3672,809R,,,3RD PARTY SURVEY,2010-04-10,3RD PARTY SURVEY,2010-04-10,,,,,3RD PARTY SURVEY,2010-04-10,8001,8001,8001,8001,,,,,,,,,,32,315,ILS/DME,N,PIR,G,040-58-41.0100N,147521.0064N,085-10-59.0900W,0306659.0928W,796.4,76,3,,,,,,,800.4,P4L,T,N,MALSR,,N,N,RR,,PIR,50,26,1084,625R,,,3RD PARTY SURVEY,2010-04-10,3RD PARTY SURVEY,2010-04-10,,,,,3RD PARTY SURVEY,2010-04-10,8001,8001,8001,8001,,,,,,,,,
05282.*A,FWA,IN,05/23,11981,150,ASPH-CONC-G,GRVD,59 /R/C/W/T,HIGH,3RD PARTY SURVEY,2010-04-10,120,203,357,847,05,44,ILS,N,PIR,G,040-57-45.6700N,147465.6713N,085-12-45.6900W,0306765.6915W,814.5,,,,,,,,,814.5,,TMR,N,ALSF2,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2010-04-10,3RD PARTY SURVEY,2010-04-10,,,,,3RD PARTY SURVEY,2010-04-10,11981,11981,11981,11981,,,,,,,,,,23,224,,N,PIR,G,040-59-10.4400N,147550.4415N,085-10-56.6700W,0306656.6748W,798.5,76,3,,,,,,,799.1,P4L,TMR,N,,Y,Y,N,RR,,D,34,23,800,585L,,,3RD PARTY SURVEY,2010-04-10,3RD PARTY SURVEY,2010-04-10,,,,,3RD PARTY SURVEY,2010-04-10,11981,11981,11981,11981,,,,,,,,,
05282.*A,FWA,IN,09/27,4001,75,ASPH-CONC-F,,35 /F/C/W/U,,3RD PARTY SURVEY,2010-04-10,100,190,215,430,09,90,,,BSC,G,040-58-33.1300N,147513.1319N,085-11-55.6200W,0306715.6164W,798.4,,,,,,,,,799.4,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2010-04-10,3RD PARTY SURVEY,2010-04-10,,,,,3RD PARTY SURVEY,2010-04-10,4001,4001,4001,4001,,,,,,,,,,27,270,,,BSC,G,040-58-33.0700N,147513.0681N,085-11-03.4700W,0306663.4693W,793.4,,,,,,,,,797.9,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2010-04-10,3RD PARTY SURVEY,2010-04-10,,,,,3RD PARTY SURVEY,2010-04-10,4001,4001,4001,4001,,,,,,,,,
05689.*A,HUF,IN,05/23,9021,150,ASPH-F,GRVD,49 /R/C/W/U,HIGH,3RD PARTY SURVEY,2018-11-02,75,200,300,600,05,47,ILS,N,PIR,F,039-26-25.8700N,141985.8718N,087-19-23.3700W,0314363.3687W,572.3,40,3,,,,,,,572.7,P4L,T,N,MALSR,N,N,N,STACK,,PIR,48,54,2841,412L,,,3RD PARTY SURVEY,2018-11-02,3RD PARTY SURVEY,2018-11-02,,,,,3RD PARTY SURVEY,2018-11-02,9020,9020,9020,9020,7240,14/32,,039-27-14.4900N,142034.4886N,087-18-15.6400W,0314295.6439W,FAA-EST,2017-11-28,23,227,,N,PIR,F,039-27-26.4400N,142046.4377N,087-17-58.9900W,0314278.9882W,582.2,50,3,,,,,,,582.3,P4L,R,N,,Y,N,N,TREE,,D,29,71,2297,535R,,,3RD PARTY SURVEY,2018-11-02,3RD PARTY SURVEY,2018-11-02,,,,,3RD PARTY SURVEY,2018-11-02,9020,9020,9020,9020,,,,,,,,,
05689.*A,HUF,IN,14/32,7200,150,ASPH-CONC-F,GRVD,42 /F/C/X/U,HIGH,3RD PARTY SURVEY,2012-11-12,75,200,300,,14,135,,N,NPI,G,039-27-35.0600N,142055.0594N,087-18-37.6000W,0314317.5995W,568,59,2.75,,,,,,,578.7,P4L,,N,,Y,N,N,TREE,,C,22,105,2597,341L,,,3RD PARTY SURVEY,2018-11-02,3RD PARTY SURVEY,2018-11-02,,,,,3RD PARTY SURVEY,2018-11-02,7200,7200,7200,7200,,,,,,,,,,32,315,,N,NPI,G,039-26-44.8200N,142004.8164N,087-17-32.6000W,0314252.5983W,589.1,84,3,,,,,,,589.2,P4L,,N,,Y,N,N,,,C,50,,,,,,3RD PARTY SURVEY,2018-11-02,3RD PARTY SURVEY,2018-11-02,,,,,3RD PARTY SURVEY,2018-11-02,7200,7200,7200,7200,4237,05/23,,039-27-14.3800N,142034.3844N,087-18-10.8500W,0314290.8480W,FAA-EST,2009-06-11
